Ligand;SMILES
1kim/active_6.mol;Cc1cn([C@H]2C[C@@H]([C@]3([C@@H]2C3)CO)O)c(=O)[nH]c1=O
1kim/active_7.mol;OC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
1kim/active_8.mol;OC[C@H]1O[C@H](C[C@H]1O)n1cc(c2cccs2)c(=O)[nH]c1=O
1kim/active_9.mol;OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O
1kv2/active_1.mol;O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(c2c1cccc2)OCCN1CCOCC1
1kv2/active_10.mol;O=C(Nc1[nH]nc(c1)C(C)(C)C)Nc1ccc(c(c1)COc1cccnc1)Cl
1kv2/active_11.mol;Fc1cc(cc(c1)N1CCOCC1)C(=O)Nc1ccc(c(c1)COc1cccnc1)Cl
1kv2/active_12.mol;COc1ccc(cc1)CNc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_13.mol;Cn1c(nc(c1c1ccnc(n1)N[C@H](c1ccccc1)C)c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_14.mol;O=C(Nc1cc(nn1c1ccc(cc1)N(=O)=O)C(C)(C)C)Nc1cccc(c1Cl)Cl
1kv2/active_15.mol;OCCNC(=O)Cn1nc(cc1NC(=O)Nc1cccc(c1Cl)Cl)C(C)(C)C
1kv2/active_16.mol;C[NH]1CCC(CC1)S(=O)(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccncc1)c1ccc(cc1)F
1kv2/active_17.mol;C[C@H](c1ccccc1)Nc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_18.mol;C[C@@H](c1ccccc1)Nc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_19.mol;O=C(Nc1cc(nn1c1cccc(c1)F)C(C)(C)C)Nc1cccc(c1Cl)Cl
1kv2/active_2.mol;O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(c2c1cccc2)OCC[NH]1CCOCC1
1kv2/active_20.mol;C[NH](CCCOc1ccc(cc1)c1[nH]c(c(n1)c1ccncc1)c1ccc(cc1)F)C
1kv2/active_21.mol;Fc1ccc(cc1)c1nc([nH]c1[C@H]1C=CNc2c1cccc2)c1ccc(cc1)[S@]([O])C
1kv2/active_22.mol;Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1cccc(c1)[S@]([O])C
1kv2/active_23.mol;Nc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_24.mol;C[NH]1CCC(CC1)S(=O)(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccncc1)c1ccc(cc1)F
1kv2/active_25.mol;C[NH](CCCOc1ccc(cc1)c1[nH]c(c(n1)c1ccncc1)c1ccc(cc1)F)C
1kv2/active_26.mol;O=C(Nc1cc(nn1c1cccc(c1)C(F)(F)F)C(C)(C)C)Nc1cccc(c1Cl)Cl
1kv2/active_27.mol;C[C@H](c1ccccc1)Nc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_28.mol;Cc1nccc(c1)c1cc([nH]c1c1ccc(cc1)F)c1ccc(cc1)[S@]([O])C
1kv2/active_29.mol;Fc1ccc(cc1)C1=C(N[C@@H](N1)c1cccc(c1)[S@@]([O])C)c1ccncc1
1kv2/active_3.mol;O=C(Nc1cc(nn1c1ccccc1)C(C)(C)C)Nc1ccc(c(c1)COc1cccnc1)Cl
1kv2/active_30.mol;CSc1cccc(c1)[C@H]1NC(=C(N1)c1ccc(cc1)F)c1ccncc1
1kv2/active_31.mol;Cc1nccc(c1)c1[nH]c(nc1c1ccc(cc1)F)c1ccc(cc1)[S@@]([O])C
1kv2/active_32.mol;Clc1cccc(c1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)[S@@]([O])C
1kv2/active_33.mol;CSc1cccc(c1)c1[nH]c(c(n1)c1ccncc1)c1ccc(cc1)F
1kv2/active_34.mol;Cn1c(nc(c1[C@@H]1C=CNC(=C1)N[C@H](c1ccccc1)C)c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_35.mol;O=C(Nc1cc(nn1c1ccc(cc1)S(=O)(=O)C)C(C)(C)C)Nc1cccc(c1Cl)Cl
1kv2/active_36.mol;O=C(Nc1[nH]nc(c1)C(C)(C)C)Nc1ccc(c(c1)COc1cccnc1)Cl
1kv2/active_37.mol;CSc1cccc(c1)c1[nH]c(c(n1)c1ccncc1)c1ccc(cc1)F
1kv2/active_38.mol;Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)C[NH]1CCOCC1
1kv2/active_39.mol;Fc1ccc(cc1)c1oc(cc1c1ccncc1)c1ccc(cc1)Cl
1kv2/active_4.mol;Fc1cc(cc(c1)N1CCOCC1)C(=O)Nc1ccc2c(c1)c(CCc1ccncc1)c[nH]2
1kv2/active_40.mol;Fc1ccc(cc1)c1nc([nH]c1[C@@H]1C=CNC=C1)c1ccc(cc1)C[NH]1CCOCC1
1kv2/active_41.mol;Fc1ccc(cc1)c1[nH]c(nc1c1ccncc1)c1cccc(c1)[S@@]([O])C
1kv2/active_42.mol;Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1cccc(c1)[S@]([O])C
1kv2/active_43.mol;COc1cccc(c1)c1[nH]c(nc1c1ccncc1)c1ccc(cc1)[S@@]([O])C
1kv2/active_44.mol;Fc1ccc(cc1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)[S@]([O])C
1kv2/active_45.mol;O=C(Nc1cc(nn1CC(=O)N)C(C)(C)C)Nc1cccc(c1Cl)Cl
1kv2/active_46.mol;O=C(Nc1cccc(c1Cl)Cl)Nc1cc(nn1c1ccccc1C)C(C)(C)C
1kv2/active_47.mol;Fc1ccc(cc1)c1[nH]c2c(c1c1ccccc1)c(OCCCc1ccccc1)cc(n2)N
1kv2/active_48.mol;COc1cccc(c1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)[S@]([O])C
1kv2/active_49.mol;CN1[C@H](NC(=C1[C@@H]1C=CNC(=C1)N[C@H](c1ccccc1)C)c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_5.mol;O=C(Nc1cc(nn1c1ccccc1)C(C)(C)C)Nc1ccc(c(c1)COc1cccnc1)Cl
1kv2/active_50.mol;N#Cc1cccc(c1)c1[nH]c(cc1c1ccncc1)c1ccccc1
1kv2/active_6.mol;COc1ccc(cc1)CNc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1kv2/active_7.mol;O=C(Nc1cccc(c1Cl)Cl)Nc1cc(sc1c1ccccc1)C(C)(C)C
1kv2/active_8.mol;Fc1cc(cc(c1)N1CCOCC1)C(=O)Nc1ccc2c(c1)n(CCc1ccncc1)cc2
1kv2/active_9.mol;C[C@@H](c1ccccc1)Nc1nccc(n1)c1[nH]c(nc1c1cccc(c1)C(F)(F)F)C1CC[NH2]CC1
1l2i/active_1.mol;ClCn1c(cc2c1cc(O)c(c2)Cl)c1ccc(cc1Cl)O
1l2i/active_10.mol;Oc1ccc(cc1)c1c(oc2c1ccc(c2)O)c1ccc(cc1)O
1l2i/active_11.mol;C/C=C(/C(=C/C)/c1ccc(cc1)O)\c1ccc(cc1)O
1l2i/active_12.mol;Oc1ccc2c(c1)CC[C@@H]1[C@@]2(C)CC[C@@]2([C@@H]1CC[C@H]2O)C
1l2i/active_13.mol;O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1cc(O)c(c2)O
1l2i/active_14.mol;CC[C@@H]([C@H](c1ccc(cc1)O)CC)c1cc(C)c(c(c1)C)O
1l2i/active_15.mol;C#C[C@]1(O)CC[C@@H]2[C@@]1(C)CC[C@H]1[C@@H]2CCc2c1ccc(c2)O
1l2i/active_16.mol;O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2O)O
1l2i/active_17.mol;CO[C@H]1C[C@@]2(C)[C@H]([C@H]3[C@H]1c1ccc(cc1CC3)O)CC[C@@]2(O)C#C
1l2i/active_18.mol;CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)O
1l2i/active_19.mol;C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O
1l2i/active_2.mol;CC[C@H]([C@@H](c1ccc(c(c1)O)O)CC)c1ccc(c(c1)O)O
1l2i/active_20.mol;C[C@H]1Cc2cc(O)ccc2[C@H]2[C@@H]1[C@@H]1CC[C@H]([C@@]1(CC2)C)O
1l2i/active_21.mol;C#C[C@]1(O)CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@H]2CCC2=C1CCC(=O)C2
1l2i/active_22.mol;Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O
1l2i/active_23.mol;CCc1c(sc2c1ccc(c2)O)c1ccc(cc1)O
1l2i/active_24.mol;O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@@]2([C@H]3CC[C@@H]2O)C)C1)C
1l2i/active_25.mol;CO[C@H]1C[C@]2(C)[C@H]([C@@H]3[C@H]1c1ccc(cc1CC3)O)CC[C@@]2(O)C#C
1l2i/active_26.mol;O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C
1l2i/active_27.mol;C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=C1CCC(=O)C2
1l2i/active_28.mol;O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C
1l2i/active_29.mol;CCc1c(c2ccc(cc2)OC)c(=O)oc2c1ccc(c2)O
1l2i/active_3.mol;CCc1c(nn(c1c1ccc(cc1)O)c1ccccc1)c1ccc(cc1)O
1l2i/active_30.mol;C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)OC
1l2i/active_31.mol;CC[C@H]([C@@H](c1ccc(cc1)O)CC)c1ccc(cc1)O
1l2i/active_32.mol;Oc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)O
1l2i/active_33.mol;O=C1C[C@@H]2[C@](C1)(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O
1l2i/active_34.mol;Oc1ccc2c(c1)[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C
1l2i/active_35.mol;Oc1ccc(cc1)c1cc(Cl)c(c(c1Cl)Cl)Cl
1l2i/active_36.mol;Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@H]2O)C
1l2i/active_37.mol;Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C
1l2i/active_38.mol;CC[C@H]([C@H](c1ccc(cc1)O)CC)c1ccc(cc1)O
1l2i/active_39.mol;Oc1ccc(c(c1)O)C(=O)C(=O)c1ccc(cc1O)O
1l2i/active_4.mol;Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]([C@@H]2O)O)C
1l2i/active_40.mol;CC[C@@H]([C@H](c1ccc(cc1)O)CC)c1ccc(cc1)OC
1l2i/active_41.mol;Oc1ccc2c(c1)CC[C@H]1[C@@H]2CC[C@@]2([C@H]1C[C@H]([C@H]2O)O)C
1l2i/active_42.mol;Oc1ccc2c(c1)CC[C@H]1[C@@H]2CC[C@@]2([C@H]1CCC[C@@H]2O)C
1l2i/active_43.mol;Oc1ccc(cc1)c1oc2ccc(cc2c(=O)c1O)O
1l2i/active_44.mol;CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)OC
1l2i/active_45.mol;O=C1CC[C@H]2C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C
1l2i/active_46.mol;C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12
1l2i/active_47.mol;CCn1c(c2ccc(cc2)O)c(c2c1cc(O)cc2)C
1l2i/active_48.mol;Oc1ccc2c(c1)oc(=O)c1c2oc2c1ccc(c2)O
1l2i/active_49.mol;ClC(C(c1ccc(cc1)O)c1ccc(cc1)O)(Cl)Cl
1l2i/active_5.mol;OC[C@@H]1CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@@H]2CCc2c1ccc(c2)O
1l2i/active_50.mol;Oc1ccc2c(c1)CC[C@H]1[C@@H]2CC[C@@]2([C@H]1CC[C@H]2O)C
1l2i/active_6.mol;ClC[C@@H]1C[C@]2(C)[C@H](O)CC[C@@H]2[C@@H]2[C@H]1c1ccc(cc1CC2)O
1l2i/active_7.mol;C#C[C@@]1(O)CC[C@H]2[C@]1(C)[C@H](C)C[C@H]1[C@@H]2CCc2c1ccc(c2)O
1l2i/active_8.mol;Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2([C@@]31CC[C@H](C3)[C@@H]2O)C
1l2i/active_9.mol;O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C
1m17/active_1.mol;OCC[NH](CCc1ccc(cc1)n1cc(c2c1ncnc2N)c1cccc(c1)OC)C
1m17/active_10.mol;C[NH]1CC[NH](CC1)CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NCc1ccccc1
1m17/active_11.mol;Brc1cccc(c1)Nc1ncnc2c1cc1ccn(c1c2)CC[NH]1CCOCC1
1m17/active_12.mol;OC[C@H]([C@H]([C@@H]([C@@H](CN[C@@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)O)O)O)O
1m17/active_13.mol;Nc1ccc(cc1)Nc1n[nH]c2c1c(ncn2)Nc1cccc(c1)Cl
1m17/active_14.mol;COc1ccc(cc1)NC(=O)Nc1nc2nc(NCCC[NH]3CC[NH](CC3)C)ncc2cc1c1c(Cl)cccc1Cl
1m17/active_15.mol;COc1cccc(c1)Nc1ncnc2c1c1CCCCc1[nH]2
1m17/active_16.mol;CC[NH](CCOc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl)CC
1m17/active_17.mol;Clc1cccc(c1)Nc1n[nH]c2c1c(ncn2)NCc1ccccc1
1m17/active_18.mol;OC[C@H]([C@H]([C@H]([C@H](CN[C@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)O)O)O)O
1m17/active_19.mol;OC[C@H]([C@H]([C@@H]([C@H](CN[C@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)O)O)O)O
1m17/active_2.mol;Fc1ccc(cc1)Nc1cc2C(=O)NC(=O)c2cc1Nc1ccc(cc1)F
1m17/active_20.mol;OCC[NH](CCO)CCCN[C@@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br
1m17/active_21.mol;CCOC(=O)CCCc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1m17/active_22.mol;OCc1ccc(cc1)n1cc(c2c1ncnc2N)c1ccccc1
1m17/active_23.mol;O=C1NC(=O)c2c1cc(Nc1ccccc1)c(c2)Nc1ccccc1
1m17/active_24.mol;Clc1cccc(c1)Nc1n[nH]c2c1c(ncn2)Nc1ccccc1
1m17/active_25.mol;[O]C(=O)CCCc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1m17/active_26.mol;COc1cccc(c1)c1cn(c2c1c(N)ncn2)c1ccccc1
1m17/active_27.mol;OC[C@H]([C@H]([C@H]([C@H](CN([C@@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)C)O)O)O)O
1m17/active_28.mol;OC[C@H]([C@H]([C@H]([C@@H](CN([C@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)C)O)O)O)O
1m17/active_29.mol;OCC[C@H](n1ccc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)O
1m17/active_3.mol;COc1ccc(cc1)CNc1n[nH]c2c1c(ncn2)Nc1cccc(c1)Cl
1m17/active_30.mol;C[NH](CCn1c(Cl)nc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)C
1m17/active_31.mol;Clc1cccc(c1)Nc1n[nH]c2c1c(ncn2)Nc1ccccc1
1m17/active_32.mol;C[NH]1CC[NH](CC1)CCCN[C@@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br
1m17/active_33.mol;C[NH]1CC[NH](CC1)CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC(C)(C)C
1m17/active_34.mol;C[NH](Cc1c[nH]c2c1cc1c(ncnc1c2)Nc1cccc(c1)Br)CC[NH](C)C
1m17/active_35.mol;Brc1cccc(c1)Nc1ncnc2c1cc1cnn(c1c2)CC[NH]1CCOCC1
1m17/active_36.mol;OCC[C@H](n1ncc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)O
1m17/active_37.mol;OCc1cccc(c1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1m17/active_38.mol;[O]C(=O)C[NH](Cc1c[nH]c2c1cc1c(ncnc1c2)Nc1cccc(c1)Br)C
1m17/active_39.mol;COC(=O)C[NH](Cc1c[nH]c2c1cc1c(ncnc1c2)Nc1cccc(c1)Br)C
1m17/active_4.mol;Clc1cccc(c1)Nc1ncnc2c1c(NCc1ccccc1)n[nH]2
1m17/active_40.mol;Brc1cccc(c1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1m17/active_41.mol;[O]C(=O)Cc1ccc(cc1)Nc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1m17/active_42.mol;OC[C@@H](CN([C@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)C)O
1m17/active_43.mol;C[NH](CCn1ccc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)C
1m17/active_44.mol;C[NH](CCCn1ccc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)C
1m17/active_45.mol;C[NH](CCn1ncc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)C
1m17/active_46.mol;C[NH]1CC[NH](CC1)CCCCNc1ncc2c(n1)n(C)c(=O)c(c2)c1c(Cl)cccc1Cl
1m17/active_47.mol;COc1cc2ncnc(c2cc1OCCC[NH]1CCOCC1)N[C@@H]1C[C@H]1c1ccccc1
1m17/active_48.mol;OCCN([C@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)CCO
1m17/active_49.mol;OCC[NH](CCN[C@@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)CCO
1m17/active_5.mol;C[NH]1CC[NH](CC1)CCCNc1ncc2c(n1)nc(c(c2)c1c(Cl)cccc1Cl)NC(=O)NC1CCCCC1
1m17/active_50.mol;OCC[C@@H](n1ccc2c1cc1ncnc(c1c2)Nc1cccc(c1)Br)O
1m17/active_6.mol;Oc1ccc(cc1)Nc1n[nH]c2c1c(ncn2)Nc1cccc(c1)Cl
1m17/active_7.mol;OCc1cccc(c1)n1cc(c2c1ncnc2N)c1ccccc1
1m17/active_8.mol;OC[C@H]([C@H]([C@H]([C@@H](CN[C@@H]1NC=c2c(=C1)ncnc2Nc1cccc(c1)Br)O)O)O)O
1m17/active_9.mol;Clc1cccc(c1)c1cn(c2c1c(N)ncn2)c1ccccc1
1m2z/active_1.mol;Fc1cccc(c1)[C@H]1Oc2ccccc2c2c1c1c(cc2)NC(C(=O)[C@@H]1C)(C)C
1m2z/active_10.mol;CC1=CC(C)(C)Nc2c1c1[C@H](Oc3c(c1cc2)cccc3)c1ccc(c(c1)C)Cl
1m2z/active_11.mol;OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
1m2z/active_12.mol;Brc1cccc(c1)[C@@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_13.mol;CC1=CC(C)(C)NC2=CC=C3[C@@H]([C@H]12)/C(=C/c1ccc(c(c1)F)F)/Oc1c3cccc1
1m2z/active_14.mol;Fc1cccc(c1)[C@@H]1Oc2ccccc2c2c1c1c(cc2)NC(C(=O)[C@@H]1C)(C)C
1m2z/active_15.mol;Clc1cccc(c1)[C@@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_16.mol;CCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F
1m2z/active_17.mol;CC1=CC(C)(C)Nc2c1c1[C@H](Oc3c(c1cc2)cccc3)c1ccc(c(c1)F)C
1m2z/active_18.mol;OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C
1m2z/active_19.mol;C[C@H]1c2c(ccc3c2[C@H](Oc2c3cccc2)c2cccc(c2)C(F)(F)F)NC(C1=O)(C)C
1m2z/active_2.mol;Clc1cc(cc(c1)Cl)[C@@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_20.mol;FC1=C[C@H](C=CC1)/C=C/1\OC2=CCC=CC2=C2C1=C1[C@@H](C=C2)NC(C(=O)[C@@H]1C)(C)C
1m2z/active_21.mol;CCC(=O)[C@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2C=C(C2=CC(=O)C=C[C@]12C)C
1m2z/active_22.mol;Clc1ccc(cc1)[C@@H]1Oc2ccccc2c2c1c1c(cc2)NC(C(=O)[C@@H]1C)(C)C
1m2z/active_23.mol;Cc1ccc(cc1)[C@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_24.mol;Clc1cccc(c1)[C@@H]1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)Cl
1m2z/active_25.mol;CC1=CC(C)(C)Nc2c1c1[C@@H](Oc3c(c1cc2)cccc3)c1ccccc1
1m2z/active_26.mol;COc1cc(/C=C/C[C@H]2C(=C)C=C(CC2(C)C)C)c(cc1Br)O
1m2z/active_27.mol;CO/C=C\1/C(=C\C)/O[C@@H](c2c1ccc1c2C(=CC(N1)(C)C)C)c1ccccc1
1m2z/active_28.mol;OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
1m2z/active_29.mol;CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2([C@@H]2[C@H]1[C@@H]1CC[C@]3([C@@]1(CC2)C)CCC(=O)O3)C
1m2z/active_3.mol;CSCOc1cccc(c1)[C@H]1O/C(=C/C)/C(=C/OC)/c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_30.mol;O=C1[C@@H](C)c2c(NC1(C)C)ccc1c2[C@@H](/C=C/2\C=CCC=C2)OC2=CCC=C[C@H]12
1m2z/active_31.mol;C[C@H]1c2c(ccc3c2[C@H](Oc2c3cccc2)c2ccccc2)NC(C1=O)(C)C
1m2z/active_32.mol;COc1cccc2c1c1ccc3c(c1[C@H](O2)c1ccccc1)C(=CC(N3)(C)C)C
1m2z/active_33.mol;Clc1ccc2c(c1)c1ccc3c(c1[C@H](O2)c1ccc(c(c1)C)Cl)C(=CC(N3)(C)C)C
1m2z/active_34.mol;Fc1cccc(c1)/C=C/1\Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_35.mol;CCCO[C@H]1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)Cl
1m2z/active_36.mol;O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)C
1m2z/active_37.mol;CCCC[C@H]1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)Cl
1m2z/active_38.mol;Clc1ccc(cc1)[C@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_39.mol;CC(CC[C@@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C)C
1m2z/active_4.mol;Cc1cc(Br)cc(c1)[C@@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m2z/active_40.mol;Fc1ccc(c(c1)/C=C/1\Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C)F
1m2z/active_41.mol;COc1cc(C[C@H]2C(=C)CC[C@@H](C2(C)C)Br)c(cc1Br)O
1m2z/active_42.mol;CC1=CC(C)(C)Nc2c1c1[C@@H](Oc3c(c1cc2)cccc3)c1cccc(c1)C(F)(F)F
1m2z/active_43.mol;CC1=CC(C)(C)Nc2c1c1[C@H](Oc3c(c1cc2)cccc3)c1ccc(c(c1)F)Cl
1m2z/active_44.mol;Clc1ccc2c(c1)c1ccc3c(c1[C@H](O2)c1ccccc1)C(=CC(N3)(C)C)C
1m2z/active_45.mol;COc1cc(C[C@H]2C(=C)C(=CCC2(C)C)C)c(cc1Br)OC(=O)C
1m2z/active_46.mol;CCCC[C@H]1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)OC
1m2z/active_47.mol;CC1=CC(C)(C)NC2=C1[C@H]1/C(=C/[C@@H]3C=CCC=C3)/OC3=CCC=CC3=C1C=C2
1m2z/active_48.mol;COC/C=C\1/O[C@H](c2ccccc2)c2c(C1=C)ccc1c2C(=CC(N1)(C)C)C
1m2z/active_49.mol;CCCC[C@H]1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)F
1m2z/active_5.mol;CC1=CC(C)(C)Nc2c1c1[C@H](Oc3c(c1cc2)cccc3)c1ccc(c(c1)Cl)Cl
1m2z/active_50.mol;CCCC[C@H]1Oc2ccc(cc2c2c1c1C(=CC(Nc1cc2)(C)C)C)C
1m2z/active_6.mol;Fc1ccc2c(c1)c1ccc3c(c1[C@H](O2)c1ccc(c(c1)C)Cl)C(=CC(N3)(C)C)C
1m2z/active_7.mol;Fc1ccc2c(c1)c1ccc3c(c1[C@@H](O2)c1cccc(c1)Cl)C(=CC(N3)(C)C)C
1m2z/active_8.mol;Clc1ccc(cc1)[C@@H]1Oc2ccccc2c2c1c1c(cc2)NC(C(=O)[C@H]1C)(C)C
1m2z/active_9.mol;Brc1ccc(cc1)[C@H]1Oc2ccccc2c2c1c1C(=CC(Nc1cc2)(C)C)C
1m4h/active_1.mol;CCCN(C(=O)c1cc(cc(c1)C(=O)N)C(=O)N[C@H]([C@@H](CNCc1cccc(c1)OC)O)Cc1cc(F)cc(c1)F)CCC
1m4h/active_10.mol;CCNc1cc(cc(c1)N1CCCC1=O)C(=O)N[C@H]([C@@H](CNC(CCCC(C)C)(C)C)O)Cc1ccccc1
1m4h/active_11.mol;CCCCCS(=O)(=O)c1cccc(c1)C(=O)N[C@H]([C@@H](CN[C@H](C(=O)NC1CCCCC1)C)O)Cc1ccccc1
1m4h/active_12.mol;[NH3]CCCCCNC(=O)COc1cc(cc(c1)C(=O)N[C@@H](c1ccccc1)C)OS(=O)(=O)Cc1ccccc1
