target,ligand,QAS,type,ASVal
1uy6,decoy-29,0,0,-5.85262
1uy6,decoy-297,0,0,-8.41113
1uy6,decoy-301,0,0,-9.9826
1uy6,decoy-302,0,0,-9.37049
1uy6,decoy-303,0,0,-11.2616
1uy6,decoy-304,0,0,-6.4106
1uy6,decoy-324,0,0,-11.7509
1uy6,decoy-326,0,0,-9.38698
1uy6,decoy-329,0,0,-7.75633
1uy6,decoy-33,0,0,-8.92519
1uy6,decoy-332,0,0,-8.91242
1uy6,decoy-342,0,0,-3.67243
1uy6,decoy-354,0,0,-9.10757
1uy6,decoy-373,0,0,-9.37777
1uy6,decoy-374,0,0,-8.43259
1uy6,decoy-38,0,0,-9.95684
1uy6,decoy-40,0,0,-10.1342
1uy6,decoy-411,0,0,-9.16162
1uy6,decoy-412,0,0,-7.97938
1uy6,decoy-414,0,0,-7.58026
1uy6,decoy-427,0,0,-7.12306
1uy6,decoy-437,0,0,-9.45799
1uy6,decoy-459,0,0,-8.62339
1uy6,decoy-482,0,0,-8.64412
1uy6,decoy-496,0,0,-9.92455
1uy6,decoy-507,0,0,-8.95502
1uy6,decoy-514,0,0,-8.29781
1uy6,decoy-536,0,0,-8.16304
1uy6,decoy-542,0,0,-7.49387
1uy6,decoy-544,0,0,-7.76244
1uy6,decoy-546,0,0,-10.3732
1uy6,decoy-55,0,0,-7.21287
1uy6,decoy-554,0,0,-9.5726
1uy6,decoy-58,0,0,-9.85119
1uy6,decoy-612,0,0,-8.20759
1uy6,decoy-618,0,0,-5.40418
1uy6,decoy-624,0,0,-6.63929
1uy6,decoy-638,0,0,-9.91852
1uy6,decoy-644,0,0,-10.0999
1uy6,decoy-657,0,0,-7.19166
1uy6,decoy-680,0,0,-9.0012
1uy6,decoy-693,0,0,-10.9006
1uy6,decoy-700,0,0,-13.112
1uy6,decoy-717,0,0,-8.6513
1uy6,decoy-727,0,0,-9.0619
1uy6,decoy-752,0,0,-7.7701
1uy6,decoy-753,0,0,-5.72639
1uy6,decoy-756,0,0,-10.6768
1uy6,decoy-759,0,0,-8.38781
1uy6,decoy-766,0,0,-10.7087
1uy6,decoy-78,0,0,-1.84925
1uy6,decoy-801,0,0,-8.24044
1uy6,decoy-809,0,0,-9.947
1uy6,decoy-823,0,0,-9.39611
1uy6,decoy-838,0,0,-9.57734
1uy6,decoy-855,0,0,-9.08713
1uy6,decoy-858,0,0,-11.7705
1uy6,decoy-860,0,0,-11.7237
1uy6,decoy-861,0,0,-3.8211
1uy6,decoy-867,0,0,-10.5404
1uy6,decoy-881,0,0,-5.93911
1uy6,decoy-891,0,0,-7.92812
1uy6,decoy-894,0,0,-6.00693
1uy6,decoy-896,0,0,-9.30142
1uy6,decoy-91,0,0,-9.79665
1uy6,decoy-918,0,0,-7.02235
1uy6,decoy-94,0,0,-8.9355
1uy6,decoy-956,0,0,-9.59668
1uy6,decoy-976,0,0,-7.05571
1uy6,decoy-977,0,0,-8.8221
2aa2,2aa2/active-2,0,1,-12.2548
2aa2,decoy-101,0,0,-7.24243
2aa2,decoy-102,0,0,-10.6145
2aa2,decoy-1024,0,0,-9.09937
2aa2,decoy-1025,0,0,-10.8263
2aa2,decoy-1027,0,0,6.63218
2aa2,decoy-1032,0,0,-12.6404
2aa2,decoy-137,0,0,-9.40713
2aa2,decoy-142,0,0,5.36014
2aa2,decoy-169,0,0,-9.84591
2aa2,decoy-177,0,0,-9.31344
2aa2,decoy-179,0,0,-10.9456
2aa2,decoy-198,0,0,-9.08582
2aa2,decoy-199,0,0,-8.0345
2aa2,decoy-202,0,0,-10.0036
2aa2,decoy-211,0,0,-3.78719
2aa2,decoy-236,0,0,-13.0418
2aa2,decoy-239,0,0,-9.1728
2aa2,decoy-241,0,0,-11.0002
2aa2,decoy-243,0,0,-7.98635
2aa2,decoy-266,0,0,-10.5112
2aa2,decoy-268,0,0,-6.76471
2aa2,decoy-270,0,0,-7.99179
2aa2,decoy-279,0,0,-7.37082
2aa2,decoy-295,0,0,-10.6171
2aa2,decoy-3,0,0,-8.85972
2aa2,decoy-304,0,0,-6.83097
2aa2,decoy-307,0,0,-5.52709
2aa2,decoy-312,0,0,-6.50025
2aa2,decoy-313,0,0,-8.96798
2aa2,decoy-339,0,0,-12.5958
2aa2,decoy-347,0,0,-8.79372
2aa2,decoy-351,0,0,-10.3058
2aa2,decoy-356,0,0,-7.52392
2aa2,decoy-360,0,0,-9.13071
2aa2,decoy-361,0,0,-9.53244
2aa2,decoy-363,0,0,-9.30363
2aa2,decoy-37,0,0,-1.17897
2aa2,decoy-373,0,0,-9.68114
2aa2,decoy-378,0,0,-7.23452
2aa2,decoy-382,0,0,-7.89251
2aa2,decoy-384,0,0,-6.00619
2aa2,decoy-391,0,0,-10.2064
2aa2,decoy-409,0,0,-11.239
2aa2,decoy-411,0,0,-9.85976
2aa2,decoy-416,0,0,-9.55201
2aa2,decoy-422,0,0,-9.8294
2aa2,decoy-432,0,0,-10.3221
2aa2,decoy-482,0,0,-1.92495
2aa2,decoy-485,0,0,-7.43844
2aa2,decoy-490,0,0,-9.34344
2aa2,decoy-498,0,0,-13.2266
2aa2,decoy-499,0,0,-5.76341
2aa2,decoy-536,0,0,-9.7326
2aa2,decoy-540,0,0,-7.98733
2aa2,decoy-551,0,0,-7.72794
2aa2,decoy-576,0,0,-12.9172
2aa2,decoy-590,0,0,-8.39494
2aa2,decoy-595,0,0,-7.30787
2aa2,decoy-6,0,0,-9.68587
2aa2,decoy-608,0,0,-7.93653
2aa2,decoy-611,0,0,-6.03718
2aa2,decoy-62,0,0,-9.17065
2aa2,decoy-627,0,0,-7.59958
2aa2,decoy-63,0,0,-8.68404
2aa2,decoy-639,0,0,-11.4816
2aa2,decoy-648,0,0,-9.76512
2aa2,decoy-663,0,0,-6.30321
2aa2,decoy-67,0,0,-10.4953
2aa2,decoy-671,0,0,-3.76154
2aa2,decoy-673,0,0,-9.88837
2aa2,decoy-677,0,0,-10.7157
2aa2,decoy-694,0,0,-8.9916
2aa2,decoy-695,0,0,-7.55233
2aa2,decoy-697,0,0,-10.126
2aa2,decoy-709,0,0,-10.5414
2aa2,decoy-711,0,0,-7.4837
2aa2,decoy-727,0,0,-11.0084
2aa2,decoy-731,0,0,-11.6816
2aa2,decoy-735,0,0,-9.41291
2aa2,decoy-74,0,0,-8.18685
2aa2,decoy-746,0,0,-6.81895
2aa2,decoy-757,0,0,-9.50835
2aa2,decoy-761,0,0,-8.51076
2aa2,decoy-768,0,0,-11.0271
2aa2,decoy-770,0,0,-7.57299
2aa2,decoy-771,0,0,-10.8207
2aa2,decoy-772,0,0,-9.58803
2aa2,decoy-776,0,0,-6.51591
2aa2,decoy-78,0,0,-2.44127
2aa2,decoy-781,0,0,-9.45302
2aa2,decoy-797,0,0,-7.91633
2aa2,decoy-8,0,0,-8.31321
2aa2,decoy-811,0,0,-11.5951
2aa2,decoy-813,0,0,279.114
2aa2,decoy-817,0,0,-7.63341
2aa2,decoy-821,0,0,-9.03477
2aa2,decoy-836,0,0,-8.948
2aa2,decoy-838,0,0,217.662
2aa2,decoy-86,0,0,-4.43723
2aa2,decoy-870,0,0,-8.1229
2aa2,decoy-893,0,0,-6.3123
2aa2,decoy-907,0,0,0.806987
2aa2,decoy-913,0,0,-12.8858
2aa2,decoy-939,0,0,-7.43794
2aa2,decoy-947,0,0,-7.75643
2aa2,decoy-952,0,0,-7.81384
2aa2,decoy-958,0,0,-8.20232
2aa2,decoy-992,0,0,-8.57071
2aa2,decoy-997,0,0,-1.9532
2oh4,2oh4/active-16,0,1,-11.377
2oh4,2oh4/active-36,0,1,-9.91057
2oh4,2oh4/active-44,0,1,-10.298
2oh4,2oh4/active-5,0,1,-10.2444
2oh4,decoy-1001,0,0,-6.95427
2oh4,decoy-1004,0,0,-10.7114
2oh4,decoy-1008,0,0,-9.15078
2oh4,decoy-1010,0,0,-11.6736
2oh4,decoy-102,0,0,-9.09824
2oh4,decoy-1021,0,0,-10.0285
2oh4,decoy-1035,0,0,-8.31921
2oh4,decoy-1043,0,0,-8.25731
2oh4,decoy-1049,0,0,-9.1748
2oh4,decoy-1051,0,0,-6.00019
2oh4,decoy-1060,0,0,-9.06732
2oh4,decoy-117,0,0,-9.11677
2oh4,decoy-120,0,0,-8.85753
2oh4,decoy-129,0,0,-9.89213
2oh4,decoy-132,0,0,-6.56575
2oh4,decoy-141,0,0,-10.4293
2oh4,decoy-142,0,0,-9.22656
2oh4,decoy-162,0,0,-8.90931
2oh4,decoy-163,0,0,-9.32716
2oh4,decoy-166,0,0,-6.24698
2oh4,decoy-167,0,0,-4.6343
2oh4,decoy-175,0,0,-4.25238
2oh4,decoy-194,0,0,-7.22351
2oh4,decoy-20,0,0,-8.33197
2oh4,decoy-201,0,0,-7.33198
2oh4,decoy-213,0,0,-9.14935
2oh4,decoy-217,0,0,-9.39426
2oh4,decoy-219,0,0,-8.3471
2oh4,decoy-223,0,0,-7.19227
2oh4,decoy-238,0,0,-9.36337
2oh4,decoy-240,0,0,-7.98406
2oh4,decoy-243,0,0,-8.12348
2oh4,decoy-245,0,0,-8.76413
2oh4,decoy-246,0,0,-7.94384
2oh4,decoy-248,0,0,-8.84729
2oh4,decoy-251,0,0,-8.95707
2oh4,decoy-256,0,0,-8.67568
2oh4,decoy-257,0,0,-11.8274
2oh4,decoy-278,0,0,-7.48304
2oh4,decoy-280,0,0,-10.2929
2oh4,decoy-283,0,0,-10.3382
2oh4,decoy-305,0,0,-6.68685
2oh4,decoy-309,0,0,-7.01075
2oh4,decoy-317,0,0,-8.55359
2oh4,decoy-329,0,0,-8.45102
2oh4,decoy-340,0,0,-10.8584
2oh4,decoy-341,0,0,-8.72171
2oh4,decoy-345,0,0,-7.25504
2oh4,decoy-354,0,0,-9.89109
2oh4,decoy-393,0,0,-10.6228
2oh4,decoy-406,0,0,-10.4196
2oh4,decoy-413,0,0,-10.1099
2oh4,decoy-419,0,0,-8.46733
2oh4,decoy-42,0,0,-8.37687
2oh4,decoy-421,0,0,-11.8394
2oh4,decoy-424,0,0,-9.68019
2oh4,decoy-43,0,0,-11.2145
2oh4,decoy-440,0,0,-8.80231
2oh4,decoy-449,0,0,-4.40299
2oh4,decoy-477,0,0,-9.45239
2oh4,decoy-478,0,0,-9.19128
2oh4,decoy-485,0,0,-10.0432
2oh4,decoy-493,0,0,-7.66093
2oh4,decoy-506,0,0,-6.66597
2oh4,decoy-51,0,0,-10.8838
2oh4,decoy-514,0,0,-8.17084
2oh4,decoy-515,0,0,-8.34983
2oh4,decoy-523,0,0,-8.844
2oh4,decoy-524,0,0,-8.87375
2oh4,decoy-532,0,0,-6.99502
2oh4,decoy-536,0,0,-9.0574
2oh4,decoy-54,0,0,-9.81962
2oh4,decoy-554,0,0,-9.48349
2oh4,decoy-565,0,0,-5.52089
2oh4,decoy-572,0,0,-8.16754
2oh4,decoy-580,0,0,-6.27229
2oh4,decoy-583,0,0,-5.03621
2oh4,decoy-590,0,0,-6.96976
2oh4,decoy-600,0,0,-9.16416
2oh4,decoy-607,0,0,-5.14202
2oh4,decoy-620,0,0,-6.34469
2oh4,decoy-627,0,0,-8.18085
2oh4,decoy-628,0,0,-5.92371
2oh4,decoy-655,0,0,-8.53867
2oh4,decoy-665,0,0,-9.36163
2oh4,decoy-666,0,0,-10.4809
2oh4,decoy-67,0,0,-8.15179
2oh4,decoy-680,0,0,-8.47574
2oh4,decoy-689,0,0,-7.63971
2oh4,decoy-696,0,0,-6.83982
2oh4,decoy-697,0,0,-9.91956
2oh4,decoy-699,0,0,-9.10206
2oh4,decoy-703,0,0,-9.06278
2oh4,decoy-715,0,0,-8.34018
2oh4,decoy-727,0,0,-9.11413
2oh4,decoy-753,0,0,-6.25733
2oh4,decoy-780,0,0,-5.83616
2oh4,decoy-786,0,0,-9.70859
2oh4,decoy-796,0,0,-9.79478
2oh4,decoy-803,0,0,-8.06609
2oh4,decoy-805,0,0,-7.38875
2oh4,decoy-819,0,0,-10.4114
2oh4,decoy-821,0,0,-9.77936
2oh4,decoy-83,0,0,-9.27547
2oh4,decoy-833,0,0,-7.85957
2oh4,decoy-844,0,0,-8.4473
2oh4,decoy-848,0,0,-11.5601
2oh4,decoy-855,0,0,-8.83829
2oh4,decoy-892,0,0,-9.84073
2oh4,decoy-905,0,0,-9.72717
2oh4,decoy-909,0,0,-9.65894
2oh4,decoy-913,0,0,-9.70991
2oh4,decoy-915,0,0,-9.72713
2oh4,decoy-917,0,0,-7.89396
2oh4,decoy-923,0,0,-7.49933
2oh4,decoy-926,0,0,-9.75279
2oh4,decoy-929,0,0,-6.77297
2oh4,decoy-936,0,0,-6.24194
2oh4,decoy-942,0,0,-9.983
2oh4,decoy-946,0,0,-8.49533
2oh4,decoy-950,0,0,-9.19278
2oh4,decoy-956,0,0,-10.1275
2oh4,decoy-961,0,0,-9.08032
2oh4,decoy-967,0,0,-7.06162
2oh4,decoy-971,0,0,-10.2284
2oh4,decoy-973,0,0,-9.60643
2oh4,decoy-979,0,0,-9.76335
2oh4,decoy-986,0,0,-6.06157
2oh4,decoy-987,0,0,-5.63132
2oh4,decoy-988,0,0,-10.0443
2qwg,2qwg/active-21,0,1,-9.23896
2qwg,2qwg/active-25,0,1,-8.45387
2qwg,2qwg/active-8,0,1,-10.0727
2qwg,decoy-1021,0,0,-9.64262
2qwg,decoy-1031,0,0,-6.67785
2qwg,decoy-1046,0,0,-8.28753
2qwg,decoy-1057,0,0,-8.50703
2qwg,decoy-1062,0,0,-8.5607
2qwg,decoy-118,0,0,-8.02817
2qwg,decoy-130,0,0,-8.97739
2qwg,decoy-14,0,0,-5.17284
2qwg,decoy-148,0,0,-8.44881
2qwg,decoy-15,0,0,-8.94598
2qwg,decoy-152,0,0,-5.53571
2qwg,decoy-158,0,0,-10.0094
2qwg,decoy-166,0,0,-5.54364
2qwg,decoy-175,0,0,-2.63315
2qwg,decoy-177,0,0,-7.79576
2qwg,decoy-179,0,0,-8.99679
2qwg,decoy-185,0,0,-7.22156
2qwg,decoy-204,0,0,-9.04646
2qwg,decoy-214,0,0,-7.21351
2qwg,decoy-246,0,0,-8.40147
2qwg,decoy-260,0,0,-8.38145
2qwg,decoy-269,0,0,-8.74152
2qwg,decoy-270,0,0,-8.97116
2qwg,decoy-294,0,0,-7.46635
2qwg,decoy-307,0,0,-5.99298
2qwg,decoy-312,0,0,-6.17087
2qwg,decoy-315,0,0,-7.67609
2qwg,decoy-325,0,0,-9.31861
2qwg,decoy-350,0,0,-8.20032
2qwg,decoy-368,0,0,-7.33705
2qwg,decoy-371,0,0,-6.67561
2qwg,decoy-372,0,0,-5.7646
2qwg,decoy-379,0,0,-7.77532
2qwg,decoy-386,0,0,-6.12861
2qwg,decoy-389,0,0,-9.09195
2qwg,decoy-413,0,0,-8.06003
2qwg,decoy-419,0,0,-7.82992
2qwg,decoy-443,0,0,-6.2168
2qwg,decoy-446,0,0,-9.11399
2qwg,decoy-463,0,0,-9.5065
2qwg,decoy-465,0,0,-7.02231
2qwg,decoy-471,0,0,-8.17861
2qwg,decoy-479,0,0,-8.46853
2qwg,decoy-48,0,0,-9.09465
2qwg,decoy-488,0,0,-8.8145
2qwg,decoy-491,0,0,-8.17734
2qwg,decoy-501,0,0,-7.53672
2qwg,decoy-505,0,0,-5.7481
2qwg,decoy-511,0,0,-9.76187
2qwg,decoy-512,0,0,-10.3278
2qwg,decoy-513,0,0,-6.53819
2qwg,decoy-518,0,0,-6.90217
2qwg,decoy-520,0,0,-7.35827
2qwg,decoy-53,0,0,-9.8637
2qwg,decoy-536,0,0,-7.79511
2qwg,decoy-543,0,0,-6.28124
2qwg,decoy-553,0,0,-6.89706
2qwg,decoy-564,0,0,-6.98596
2qwg,decoy-568,0,0,-6.23658
2qwg,decoy-579,0,0,-6.95643
2qwg,decoy-580,0,0,-6.41172
2qwg,decoy-605,0,0,-7.8353
2qwg,decoy-616,0,0,-5.89694
2qwg,decoy-639,0,0,-8.80152
2qwg,decoy-641,0,0,-7.86201
2qwg,decoy-656,0,0,-7.8493
2qwg,decoy-675,0,0,-8.25509
2qwg,decoy-688,0,0,-8.27178
2qwg,decoy-696,0,0,-6.95784
2qwg,decoy-699,0,0,-6.90535
2qwg,decoy-708,0,0,-6.5653
2qwg,decoy-709,0,0,-8.68756
2qwg,decoy-712,0,0,-7.00539
2qwg,decoy-727,0,0,-8.9365
2qwg,decoy-745,0,0,-9.35826
2qwg,decoy-752,0,0,-8.02347
2qwg,decoy-753,0,0,-6.21972
2qwg,decoy-76,0,0,-7.61605
2qwg,decoy-762,0,0,-9.13548
2qwg,decoy-769,0,0,-3.83433
2qwg,decoy-780,0,0,-5.24308
2qwg,decoy-810,0,0,-7.82037
2qwg,decoy-826,0,0,-6.13625
2qwg,decoy-828,0,0,-9.31517
2qwg,decoy-84,0,0,-7.48573
2qwg,decoy-840,0,0,-3.7856
2qwg,decoy-842,0,0,-8.17482
2qwg,decoy-849,0,0,-7.60459
2qwg,decoy-853,0,0,-8.68299
2qwg,decoy-881,0,0,-4.73547
2qwg,decoy-885,0,0,-4.68313
2qwg,decoy-888,0,0,-6.7706
2qwg,decoy-90,0,0,-8.45077
2qwg,decoy-912,0,0,-6.88636
2qwg,decoy-921,0,0,-9.26119
2qwg,decoy-938,0,0,-8.45694
2qwg,decoy-949,0,0,-9.56048
2qwg,decoy-981,0,0,-10.8009
2qwg,decoy-984,0,0,-9.36175
2qwg,decoy-993,0,0,-8.61454
2src,2src/active-26,0,1,-10.8954
2src,2src/active-38,0,1,-11.0656
2src,2src/active-41,0,1,-11.4671
2src,2src/active-7,0,1,-10.6223
2src,decoy-10,0,0,-6.98322
2src,decoy-1001,0,0,-7.10779
2src,decoy-1007,0,0,-10.5384
2src,decoy-1033,0,0,-4.62861
2src,decoy-1035,0,0,-7.74997
2src,decoy-1042,0,0,-9.33733
2src,decoy-1047,0,0,-7.51274
2src,decoy-1051,0,0,-5.29188
2src,decoy-1065,0,0,-7.07564
2src,decoy-117,0,0,-8.54576
2src,decoy-124,0,0,-7.7404
2src,decoy-126,0,0,-8.93246
2src,decoy-149,0,0,-5.79138
2src,decoy-165,0,0,-8.69002
2src,decoy-170,0,0,-6.77027
2src,decoy-18,0,0,-6.45675
2src,decoy-187,0,0,-3.81356
2src,decoy-199,0,0,-8.28939
2src,decoy-220,0,0,-7.38222
2src,decoy-242,0,0,-7.91035
2src,decoy-244,0,0,-10.1663
2src,decoy-245,0,0,-7.51293
2src,decoy-258,0,0,-10.05
2src,decoy-281,0,0,-6.16464
2src,decoy-282,0,0,-13.4829
2src,decoy-285,0,0,-8.55309
2src,decoy-3,0,0,-9.51032
2src,decoy-300,0,0,-6.95005
2src,decoy-305,0,0,-6.63555
2src,decoy-32,0,0,-11.0376
2src,decoy-320,0,0,-6.53554
2src,decoy-322,0,0,-6.76837
2src,decoy-338,0,0,-8.15647
2src,decoy-35,0,0,-10.3296
2src,decoy-352,0,0,-8.69475
2src,decoy-359,0,0,-7.42127
2src,decoy-362,0,0,-8.50544
2src,decoy-367,0,0,-8.6249
2src,decoy-37,0,0,-10.5465
2src,decoy-379,0,0,-11.3111
2src,decoy-380,0,0,-10.1356
2src,decoy-381,0,0,-9.04059
2src,decoy-394,0,0,-7.59541
2src,decoy-402,0,0,-7.31237
2src,decoy-41,0,0,-8.08692
2src,decoy-414,0,0,-6.70153
2src,decoy-424,0,0,-9.27238
2src,decoy-439,0,0,-7.22074
2src,decoy-463,0,0,-8.97475
2src,decoy-475,0,0,-8.57641
2src,decoy-477,0,0,-8.52044
2src,decoy-486,0,0,-12.8978
2src,decoy-488,0,0,-9.36221
2src,decoy-492,0,0,-11.2769
2src,decoy-501,0,0,-7.08713
2src,decoy-505,0,0,-5.32285
2src,decoy-51,0,0,-10.2807
2src,decoy-511,0,0,-10.4715
2src,decoy-530,0,0,-8.95697
2src,decoy-544,0,0,-7.50273
2src,decoy-565,0,0,-5.33678
2src,decoy-591,0,0,-5.74264
2src,decoy-602,0,0,-7.6088
2src,decoy-618,0,0,-4.80902
2src,decoy-641,0,0,-7.49868
2src,decoy-647,0,0,-8.3557
2src,decoy-657,0,0,-5.81269
2src,decoy-668,0,0,-7.49867
2src,decoy-693,0,0,-10.0997
2src,decoy-694,0,0,-7.9554
2src,decoy-696,0,0,-6.762
2src,decoy-698,0,0,-6.9585
2src,decoy-708,0,0,-7.76899
2src,decoy-719,0,0,-7.4326
2src,decoy-720,0,0,-7.01876
2src,decoy-723,0,0,-5.48312
2src,decoy-727,0,0,-9.51323
2src,decoy-728,0,0,-6.22188
2src,decoy-73,0,0,-7.46123
2src,decoy-733,0,0,-6.97818
2src,decoy-736,0,0,-5.95489
2src,decoy-764,0,0,-4.62627
2src,decoy-765,0,0,-5.27425
2src,decoy-785,0,0,-7.05694
2src,decoy-803,0,0,-7.11149
2src,decoy-81,0,0,-6.95278
2src,decoy-810,0,0,-8.2459
2src,decoy-825,0,0,-10.6659
2src,decoy-837,0,0,-8.74471
2src,decoy-839,0,0,-6.75077
2src,decoy-84,0,0,-8.58996
2src,decoy-846,0,0,-7.50096
2src,decoy-848,0,0,-11.1455
2src,decoy-854,0,0,-9.32003
2src,decoy-864,0,0,-9.60668
2src,decoy-891,0,0,-6.85025
2src,decoy-909,0,0,-10.4937
2src,decoy-92,0,0,-7.48764
2src,decoy-931,0,0,-9.23281
2src,decoy-932,0,0,-8.02908
2src,decoy-936,0,0,-5.5117
2src,decoy-938,0,0,-8.754
2src,decoy-955,0,0,-10.8323
2src,decoy-967,0,0,-7.54465
2src,decoy-973,0,0,-9.49678
2src,decoy-981,0,0,-10.5347
2src,decoy-986,0,0,-5.77795
2src,decoy-987,0,0,-6.47281
3ert,3ert/active-13,0,1,-12.6637
3ert,3ert/active-2,0,1,-13.9463
3ert,3ert/active-30,0,1,-13.0276
3ert,decoy-1006,0,0,-9.7631
3ert,decoy-101,0,0,-9.4154
3ert,decoy-1023,0,0,-10.2718
3ert,decoy-1024,0,0,-8.57799
3ert,decoy-1037,0,0,-10.6749
3ert,decoy-1039,0,0,-7.96938
3ert,decoy-1052,0,0,-14.022
3ert,decoy-1055,0,0,-7.55071
3ert,decoy-1062,0,0,-8.7694
3ert,decoy-108,0,0,-7.09372
3ert,decoy-118,0,0,-8.77156
3ert,decoy-126,0,0,-9.52717
3ert,decoy-137,0,0,-8.82952
3ert,decoy-154,0,0,-7.62639
3ert,decoy-158,0,0,-11.0223
3ert,decoy-161,0,0,-9.81915
3ert,decoy-162,0,0,-9.84846
3ert,decoy-181,0,0,-6.17135
3ert,decoy-188,0,0,-7.37301
3ert,decoy-189,0,0,-9.29016
3ert,decoy-214,0,0,-7.46182
3ert,decoy-215,0,0,-9.2157
3ert,decoy-234,0,0,-7.30695
3ert,decoy-247,0,0,-10.0689
3ert,decoy-252,0,0,-3.99582
3ert,decoy-255,0,0,-8.02662
3ert,decoy-256,0,0,-8.83742
3ert,decoy-258,0,0,-11.9186
3ert,decoy-261,0,0,-8.76178
3ert,decoy-264,0,0,-8.7669
3ert,decoy-265,0,0,-7.63258
3ert,decoy-281,0,0,-6.59259
3ert,decoy-305,0,0,-6.96982
3ert,decoy-307,0,0,-8.71184
3ert,decoy-34,0,0,-2.6856
3ert,decoy-340,0,0,-8.7146
3ert,decoy-343,0,0,-10.1903
3ert,decoy-344,0,0,-5.87975
3ert,decoy-358,0,0,-9.14471
3ert,decoy-36,0,0,-6.71022
3ert,decoy-369,0,0,-7.37449
3ert,decoy-374,0,0,-8.05431
3ert,decoy-383,0,0,-9.21766
3ert,decoy-437,0,0,-7.19998
3ert,decoy-458,0,0,-8.28096
3ert,decoy-462,0,0,-7.66063
3ert,decoy-464,0,0,-11.2432
3ert,decoy-487,0,0,-9.10435
3ert,decoy-499,0,0,-8.50673
3ert,decoy-5,0,0,-8.70297
3ert,decoy-504,0,0,-8.53242
3ert,decoy-51,0,0,-8.78874
3ert,decoy-520,0,0,-9.32595
3ert,decoy-523,0,0,-9.14468
3ert,decoy-53,0,0,-9.83711
3ert,decoy-542,0,0,-7.1561
3ert,decoy-544,0,0,-7.99125
3ert,decoy-549,0,0,-7.22594
3ert,decoy-552,0,0,-10.2884
3ert,decoy-570,0,0,-7.61582
3ert,decoy-576,0,0,-11.3825
3ert,decoy-583,0,0,-4.85046
3ert,decoy-588,0,0,-8.70614
3ert,decoy-602,0,0,-9.02298
3ert,decoy-607,0,0,-4.62211
3ert,decoy-615,0,0,-12.0191
3ert,decoy-625,0,0,-8.90756
3ert,decoy-626,0,0,-11.088
3ert,decoy-639,0,0,-10.4485
3ert,decoy-651,0,0,-9.54628
3ert,decoy-654,0,0,-1.95042
3ert,decoy-671,0,0,-3.94106
3ert,decoy-677,0,0,-10.6565
3ert,decoy-682,0,0,-8.55536
3ert,decoy-685,0,0,-9.59501
3ert,decoy-693,0,0,-11.4303
3ert,decoy-733,0,0,-7.8607
3ert,decoy-740,0,0,-5.70652
3ert,decoy-742,0,0,-7.9029
3ert,decoy-753,0,0,-6.00342
3ert,decoy-759,0,0,-8.05487
3ert,decoy-764,0,0,-5.63896
3ert,decoy-766,0,0,-11.3725
3ert,decoy-784,0,0,-5.93004
3ert,decoy-805,0,0,-7.31422
3ert,decoy-808,0,0,-9.43107
3ert,decoy-817,0,0,-6.71088
3ert,decoy-834,0,0,-7.58351
3ert,decoy-836,0,0,-8.95518
3ert,decoy-842,0,0,-9.49108
3ert,decoy-843,0,0,-8.35348
3ert,decoy-845,0,0,-6.48217
3ert,decoy-847,0,0,-6.26293
3ert,decoy-848,0,0,-9.49133
3ert,decoy-885,0,0,-4.52826
3ert,decoy-899,0,0,-9.19311
3ert,decoy-900,0,0,-8.62145
3ert,decoy-907,0,0,-8.08751
3ert,decoy-919,0,0,-10.0936
3ert,decoy-921,0,0,-11.8038
3ert,decoy-933,0,0,-6.48234
3ert,decoy-952,0,0,-8.1421
3ert,decoy-955,0,0,-10.0108
3ert,decoy-962,0,0,-8.94552
3ert,decoy-973,0,0,-9.89967
3ert,decoy-990,0,0,-8.09997
3ert,decoy-997,0,0,-10.1182
4tmn,4tmn/active-16,0,1,-9.11685
4tmn,decoy-1008,0,0,-8.82597
4tmn,decoy-1030,0,0,-11.2078
4tmn,decoy-1039,0,0,-8.56275
4tmn,decoy-1046,0,0,-7.76985
4tmn,decoy-1058,0,0,-8.12992
4tmn,decoy-1066,0,0,-7.695
4tmn,decoy-17,0,0,-7.47166
4tmn,decoy-171,0,0,-8.30732
4tmn,decoy-172,0,0,-10.6532
4tmn,decoy-175,0,0,-3.75384
4tmn,decoy-194,0,0,-6.10973
4tmn,decoy-2,0,0,-7.4223
4tmn,decoy-20,0,0,-6.78443
4tmn,decoy-213,0,0,-7.59763
4tmn,decoy-221,0,0,-8.87412
4tmn,decoy-230,0,0,-8.04271
4tmn,decoy-236,0,0,-9.27748
4tmn,decoy-25,0,0,-7.94996
4tmn,decoy-259,0,0,-5.16294
4tmn,decoy-262,0,0,-6.88989
4tmn,decoy-269,0,0,-8.30921
4tmn,decoy-273,0,0,-6.20782
4tmn,decoy-274,0,0,-10.0335
4tmn,decoy-279,0,0,-8.75597
4tmn,decoy-294,0,0,-7.72953
4tmn,decoy-309,0,0,-4.64244
4tmn,decoy-332,0,0,-7.90279
4tmn,decoy-337,0,0,-9.21736
4tmn,decoy-341,0,0,-8.22987
4tmn,decoy-343,0,0,-8.03213
4tmn,decoy-346,0,0,-7.01292
4tmn,decoy-362,0,0,-8.45866
4tmn,decoy-39,0,0,-6.66228
4tmn,decoy-390,0,0,-8.78955
4tmn,decoy-401,0,0,-7.33778
4tmn,decoy-424,0,0,-8.29616
4tmn,decoy-427,0,0,-7.5984
4tmn,decoy-446,0,0,-9.14319
4tmn,decoy-448,0,0,-6.50838
